0.0000,0.5000,0.0000,0.0000
0.0000,0.5000,0.0000,0.0000
0.0000,0.5000,0.0000,0.0000
0.0018,0.3200,0.0013,0.0100
0.0018,0.3200,0.0013,0.0100
0.7788,99.2288,1.4849,16.7489
